id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3088475,1,2016-02-01 10:57:46,2016-02-01 11:13:53,1,-74.0049514771,40.7513999939,-74.0038757324,40.7583084106,N,967
id1255100,2,2016-03-23 22:14:16,2016-03-23 22:23:22,1,-73.976524353,40.7884674072,-73.9887008667,40.771270752,N,546
id1558419,1,2016-03-21 00:53:11,2016-03-21 00:57:07,1,-73.9431152344,40.8160743713,-73.9522247314,40.8121986389,N,236
id2111419,1,2016-04-09 15:24:32,2016-04-09 15:31:08,1,-73.9931793213,40.733631134,-73.993522644,40.7421226501,N,396
id2492251,2,2016-02-22 17:13:57,2016-02-22 17:24:02,4,-73.9829330444,40.7307891846,-73.9886779785,40.7224502563,N,605
id1814363,2,2016-05-19 09:25:20,2016-05-19 10:08:18,2,-73.992149353,40.7492713928,-73.8664016724,40.8278198242,N,2578
id1594045,1,2016-04-06 20:56:48,2016-04-06 21:02:42,2,-74.0134735107,40.7045135498,-74.0157012939,40.7148742676,N,354
id2855777,1,2016-04-24 23:07:44,2016-04-24 23:10:27,1,-73.954826355,40.7768592834,-73.9469604492,40.7897338867,N,163
id1369261,2,2016-06-03 15:16:28,2016-06-03 15:34:09,1,-73.9582214355,40.7745285034,-73.9417190552,40.7875518799,N,1061
id2242673,2,2016-01-21 12:28:54,2016-01-21 13:03:10,2,-73.9534835815,40.7788009644,-73.8835906982,40.7497787476,N,2056
id1069567,1,2016-03-27 14:00:41,2016-03-27 14:07:57,2,-74.0022735596,40.7296295166,-73.9799194336,40.7433052063,N,436
id2280412,1,2016-02-24 19:14:50,2016-02-24 19:18:37,1,-73.9610824585,40.8120193481,-73.9529647827,40.8258628845,N,227
id0659432,2,2016-06-19 19:54:27,2016-06-19 21:04:13,1,-73.7850570679,40.6485099792,-73.9979705811,40.7353210449,N,4186
id3658370,1,2016-04-05 13:36:17,2016-04-05 13:41:01,2,-73.9616241455,40.7796554565,-73.9743728638,40.7798156738,N,284
id2844512,1,2016-04-04 12:18:43,2016-04-04 12:36:07,1,-73.994140625,40.751121521,-73.9782333374,40.7546882629,N,1044
id1149545,2,2016-04-09 12:22:12,2016-04-09 12:40:36,5,-73.9675140381,40.7717666626,-73.9892196655,40.7528305054,N,1104
id0227086,2,2016-02-03 00:17:53,2016-02-03 00:31:17,1,-73.9754562378,40.7510490417,-73.9783630371,40.7884902954,N,804
id1913346,2,2016-05-02 15:25:20,2016-05-02 15:33:11,2,-73.9574127197,40.7696800232,-73.9683380127,40.7615203857,N,471
id2520182,2,2016-02-27 15:07:22,2016-02-27 15:23:52,1,-73.9681549072,40.7622032166,-73.9913253784,40.7503509521,N,990
id2615985,2,2016-06-15 10:18:51,2016-06-15 10:45:23,1,-73.9952163696,40.7395401001,-73.9717636108,40.7629890442,N,1592
id1111781,1,2016-02-10 22:54:08,2016-02-10 23:13:25,1,-73.9896850586,40.7297706604,-74.0009613037,40.6831321716,N,1157
id3903225,1,2016-04-21 15:26:12,2016-04-21 15:41:43,1,-73.9969329834,40.7424163818,-73.9842147827,40.7426452637,N,931
id0888140,1,2016-01-05 05:48:39,2016-01-05 06:07:23,1,-73.948097229,40.6803588867,-73.9384918213,40.679397583,N,1124
id1393830,2,2016-03-19 12:17:25,2016-03-19 12:36:21,1,-73.981010437,40.774471283,-74.0085220337,40.7344512939,N,1136
id3492855,1,2016-01-03 16:52:17,2016-01-03 17:07:42,2,-73.9463577271,40.7725601196,-73.9793319702,40.7894897461,N,925
id0596353,1,2016-02-26 23:37:36,2016-02-26 23:42:38,4,-73.9652557373,40.7748756409,-73.9756011963,40.7654304504,N,302
id3479404,1,2016-01-27 23:42:50,2016-01-27 23:58:14,2,-73.9829940796,40.7226142883,-74.0002670288,40.7444610596,N,924
id0836096,1,2016-01-04 11:31:43,2016-01-04 11:37:14,2,-73.9684066772,40.7675857544,-73.9614105225,40.7772407532,N,331
id0823462,2,2016-05-01 03:34:45,2016-05-01 03:42:48,2,-73.9998931885,40.7485084534,-74.0032119751,40.72397995,N,483
id0178975,2,2016-01-11 23:24:20,2016-01-11 23:40:38,5,-73.973991394,40.7571907043,-73.8669433594,40.726940155,N,978
id3422598,2,2016-02-23 16:11:04,2016-02-23 16:26:11,1,-74.0080337524,40.7224197388,-74.0116577148,40.7079315186,N,907
id2225301,1,2016-03-20 18:17:44,2016-03-20 18:26:14,2,-73.9853515625,40.7235183716,-73.9911651611,40.7374725342,N,510
id3371788,2,2016-06-23 00:06:01,2016-06-23 00:13:09,1,-73.9398117065,40.7075614929,-73.9319610596,40.6983985901,N,428
id1774566,1,2016-02-19 22:42:18,2016-02-19 22:59:19,1,-73.9875259399,40.7653465271,-73.9710540771,40.7524185181,N,1021
id0052346,1,2016-04-20 18:19:10,2016-04-20 18:31:37,1,-73.9761047363,40.751411438,-73.9756698608,40.7326660156,N,747
id3472653,1,2016-05-24 08:43:06,2016-05-24 08:52:04,1,-73.9936294556,40.7572479248,-73.9954376221,40.7462081909,N,538
id0733453,2,2016-03-26 20:04:16,2016-03-26 20:13:25,1,-73.9828796387,40.7478294373,-73.9688491821,40.7542610168,N,549
id3178432,2,2016-04-23 22:49:35,2016-04-23 23:09:40,1,-73.9526596069,40.7805595398,-73.9256591797,40.7697105408,N,1205
id2792767,1,2016-05-17 12:49:48,2016-05-17 13:06:53,2,-73.9883956909,40.759929657,-73.9632949829,40.8038101196,N,1025
id0703981,1,2016-06-18 18:07:41,2016-06-18 18:32:10,2,-74.0081558228,40.7117118835,-73.9801635742,40.753944397,N,1469
id0195023,1,2016-05-13 16:36:03,2016-05-13 16:39:30,1,-73.9725494385,40.7909088135,-73.9773178101,40.7874603271,N,207
id0853873,2,2016-06-18 23:19:45,2016-06-18 23:35:05,1,-74.0068435669,40.7448005676,-74.0093688965,40.7039985657,N,920
id3910296,1,2016-03-15 22:32:28,2016-03-15 22:37:13,1,-73.9757156372,40.7871818542,-73.9613113403,40.8065376282,N,285
id0178928,2,2016-06-07 10:01:28,2016-06-07 10:18:42,2,-73.9914932251,40.7497444153,-74.0006637573,40.762752533,N,1034
id2541419,1,2016-02-09 18:35:11,2016-02-09 18:49:52,1,-73.9698944092,40.7571907043,-73.9529266357,40.7303581238,N,881
id2751225,2,2016-03-05 00:42:07,2016-03-05 00:53:58,3,-74.0058364868,40.7398605347,-73.990562439,40.746006012,N,711
id2519575,2,2016-03-21 18:07:33,2016-03-21 18:13:53,1,-73.9462356567,40.7813568115,-73.9613037109,40.7776985168,N,380
id0440291,1,2016-04-09 22:43:14,2016-04-09 22:52:57,1,-74.0028457642,40.7337341309,-73.9948654175,40.7233085632,N,583
id1653933,2,2016-04-13 09:52:41,2016-04-13 10:00:49,1,-73.9809646606,40.7534179688,-73.9846343994,40.7603034973,N,488
id2418562,1,2016-04-19 07:48:55,2016-04-19 08:06:11,1,-73.9564666748,40.7793464661,-73.9845046997,40.7668685913,N,1036
id0875931,1,2016-02-24 23:25:14,2016-02-24 23:32:55,1,-73.9896469116,40.7520599365,-73.9724502563,40.7537651062,N,461
id2652914,1,2016-06-02 09:27:39,2016-06-02 09:48:39,1,-74.0023727417,40.7265510559,-74.0037155151,40.7481040955,N,1260
id3533832,2,2016-05-06 18:28:26,2016-05-06 19:04:51,1,-73.9854736328,40.7589683533,-73.8740997314,40.7736053467,N,2185
id1778705,2,2016-01-22 00:18:40,2016-01-22 00:27:46,1,-73.9727783203,40.758430481,-74.0006484985,40.7524833679,N,546
id3670662,1,2016-05-31 15:39:53,2016-05-31 16:38:42,2,-73.782043457,40.6448822021,-73.9836349487,40.7464027405,N,3529
id0018805,2,2016-03-11 09:09:30,2016-03-11 09:21:46,6,-73.9816970825,40.7705497742,-73.9978103638,40.7573738098,N,736
id0609363,1,2016-05-09 13:02:20,2016-05-09 13:17:35,1,-73.9616622925,40.7643966675,-73.9777145386,40.7627334595,N,915
id0901492,2,2016-03-23 19:04:52,2016-03-23 19:12:12,1,-73.9905776978,40.7030296326,-73.9975891113,40.691608429,N,440
id3541446,2,2016-04-12 16:06:39,2016-04-12 16:15:38,1,-73.9821090698,40.7214508057,-73.9755630493,40.7409210205,N,539
id1098606,2,2016-06-13 19:35:20,2016-06-13 20:04:31,5,-73.7840499878,40.6486282349,-73.9907989502,40.7399673462,N,1751
id1718025,1,2016-04-04 19:00:32,2016-04-04 19:03:54,2,-73.9820175171,40.7832565308,-73.9781112671,40.7887001038,N,202
id0262281,1,2016-03-17 18:33:25,2016-03-17 18:47:24,1,-73.9799194336,40.743019104,-74.0024642944,40.7250289917,N,839
id3827514,2,2016-04-03 00:06:10,2016-04-03 00:13:21,1,-73.9870376587,40.7333717346,-73.9720230103,40.7475509644,N,431
id0511117,2,2016-05-10 17:06:47,2016-05-10 17:57:35,1,-73.8707580566,40.7735900879,-73.9818496704,40.7568893433,N,3048
id0629019,1,2016-05-05 22:23:07,2016-05-05 22:46:50,1,-73.9854660034,40.7687606812,-73.9918670654,40.7271690369,N,1423
id2373041,1,2016-04-01 11:40:01,2016-04-01 11:57:58,1,-73.9845809937,40.7686233521,-73.9659347534,40.7590866089,N,1077
id3076458,1,2016-05-19 14:26:24,2016-05-19 14:46:39,1,-73.9878311157,40.7496833801,-73.9788818359,40.7657966614,N,1215
id0071226,1,2016-02-18 19:36:37,2016-02-18 19:56:11,1,-73.9820251465,40.7491035461,-73.957359314,40.8017616272,N,1174
id3687071,1,2016-06-24 11:30:49,2016-06-24 11:39:41,2,-73.9804992676,40.759311676,-73.9821777344,40.7780532837,N,532
id3637596,1,2016-06-23 00:37:21,2016-06-23 00:52:00,2,-73.9899673462,40.7384796143,-73.9510955811,40.7707023621,N,879
id0215543,1,2016-01-05 11:48:09,2016-01-05 12:02:56,1,-73.9737243652,40.7645301819,-73.9604721069,40.7790412903,N,887
id3578470,1,2016-02-20 01:42:43,2016-02-20 01:52:38,1,-73.9864349365,40.7403678894,-73.9872589111,40.7221717834,N,595
id3242440,2,2016-05-22 15:16:10,2016-05-22 15:23:30,3,-73.9778747559,40.7459449768,-73.9662628174,40.7618370056,N,440
id1853046,2,2016-01-03 17:17:14,2016-01-03 17:30:00,5,-73.9754562378,40.7490921021,-74.001739502,40.7395248413,N,766
id0270307,1,2016-02-20 11:58:16,2016-02-20 12:05:43,1,-73.9820327759,40.7490653992,-73.9946670532,40.7636604309,N,447
id0897411,1,2016-06-05 12:34:01,2016-06-05 12:42:39,1,-74.0099487305,40.7144088745,-74.004119873,40.7329940796,N,518
id0227379,2,2016-04-29 07:53:43,2016-04-29 08:04:36,1,-73.978187561,40.7569770813,-73.9846343994,40.7393760681,N,653
id2585809,1,2016-05-04 01:11:55,2016-05-04 01:46:13,1,-74.0066223145,40.7316627502,-73.8566360474,40.8286094666,N,2058
id3494172,2,2016-04-08 04:04:07,2016-04-08 04:17:21,3,-73.9752120972,40.7513084412,-73.8716888428,40.7743759155,N,794
id0051758,1,2016-06-21 06:42:52,2016-06-21 06:48:27,1,-73.9623947144,40.767375946,-73.9749603271,40.7619743347,N,335
id0005612,1,2016-01-21 11:09:35,2016-01-21 11:27:09,1,-74.0028152466,40.7605171204,-74.015083313,40.7045249939,N,1054
id0055722,1,2016-02-06 08:19:49,2016-02-06 08:22:38,1,-73.9794158936,40.7765235901,-73.9867324829,40.76612854,N,169
id1056884,2,2016-06-07 23:33:02,2016-06-07 23:50:40,1,-73.9565811157,40.7681388855,-73.9938735962,40.7465782166,N,1058
id1379117,1,2016-05-09 11:24:34,2016-05-09 11:27:50,1,-73.9482116699,40.7896385193,-73.9549026489,40.7801361084,N,196
id3514232,2,2016-03-05 10:02:03,2016-03-05 10:15:53,2,-73.9539794922,40.8253593445,-73.9491577148,40.7850914001,N,830
id3523881,2,2016-06-02 15:52:27,2016-06-02 16:07:57,1,-73.9818572998,40.7686805725,-73.9740066528,40.7589912415,N,930
id3307976,2,2016-05-14 05:00:27,2016-05-15 04:41:54,1,-74.0041732788,40.7527275085,-73.7903137207,40.6436653137,N,85287
id1686333,2,2016-05-21 19:23:11,2016-05-21 19:29:43,6,-73.9713287354,40.797958374,-73.9729385376,40.7855682373,N,392
id1118750,1,2016-06-20 00:18:42,2016-06-20 00:28:19,1,-73.9892807007,40.7479705811,-74.0067214966,40.7196006775,N,577
id0414599,2,2016-04-04 09:49:38,2016-04-04 10:10:01,1,-73.9904937744,40.7565422058,-73.9624710083,40.8047523499,N,1223
id1288501,1,2016-02-12 18:33:16,2016-02-12 18:53:17,1,-74.0140838623,40.7138519287,-73.9887924194,40.7651100159,N,1201
id2003127,1,2016-06-04 21:28:39,2016-06-04 21:39:15,2,-74.0022583008,40.7264480591,-74.001449585,40.7448692322,N,636
id3613824,1,2016-01-04 18:11:18,2016-01-04 18:26:17,1,-73.9799423218,40.7516670227,-73.9602966309,40.772857666,N,899
id3210860,1,2016-03-19 10:48:49,2016-03-19 10:53:31,1,-74.0020828247,40.7297821045,-73.9938354492,40.737701416,N,282
id3066704,1,2016-03-01 20:30:47,2016-03-01 20:39:11,1,-73.9793243408,40.7405281067,-73.9694976807,40.757068634,N,504
id1131900,1,2016-02-22 14:17:31,2016-02-22 14:22:40,2,-73.9930496216,40.7317276001,-73.9982223511,40.7403907776,N,309
id2360109,1,2016-01-09 22:04:38,2016-01-09 22:13:34,1,-73.7899856567,40.6468048096,-73.7861862183,40.6674842834,N,536
id1150976,1,2016-05-01 03:23:47,2016-05-01 03:39:33,1,-73.9843826294,40.7284736633,-73.9514465332,40.7275123596,N,946
id3245140,1,2016-01-25 13:38:08,2016-01-25 13:54:57,1,-73.8653945923,40.7358016968,-73.8706741333,40.7513542175,N,1009
id1325565,2,2016-02-21 02:26:37,2016-02-21 02:32:49,3,-73.9994506836,40.7433013916,-74.0068969727,40.7330360413,N,372
id1204760,2,2016-04-08 11:10:21,2016-04-08 11:43:21,6,-73.8706741333,40.7735939026,-73.9862976074,40.6616630554,N,1980
id0346333,1,2016-04-05 17:24:35,2016-04-05 17:43:02,1,-73.9823608398,40.7789459229,-73.9786987305,40.7909393311,N,1107
id3217379,1,2016-03-12 02:13:21,2016-03-12 02:25:50,2,-73.9948120117,40.7477455139,-73.9828643799,40.7228736877,N,749
id0412237,2,2016-05-09 02:53:11,2016-05-09 02:57:06,4,-73.9673233032,40.8035354614,-73.9759140015,40.7915153503,N,235
id1096027,1,2016-04-17 09:11:30,2016-04-17 09:27:17,1,-73.9646682739,40.7560882568,-73.8723983765,40.7742843628,N,947
id2771447,1,2016-03-24 16:32:19,2016-03-24 16:48:25,1,-73.9669265747,40.757232666,-73.9909973145,40.7700881958,N,966
id0257972,1,2016-05-21 19:25:05,2016-05-21 19:40:43,2,-74.0067596436,40.7314796448,-73.9846954346,40.7288169861,N,938
id1819894,2,2016-04-09 03:27:07,2016-04-09 03:39:25,1,-74.0094223022,40.7381782532,-73.9921035767,40.7274589539,N,738
id1644887,1,2016-04-06 19:50:25,2016-04-06 20:18:19,1,-73.9720840454,40.7570724487,-74.015007019,40.7157745361,N,1674
id2475316,2,2016-04-07 10:45:22,2016-04-07 10:59:00,1,-73.9815673828,40.7635917664,-74.0025939941,40.7607116699,N,818
id2998363,1,2016-05-25 13:34:07,2016-05-25 13:55:10,1,-73.9558105469,40.7845458984,-73.9685440063,40.761680603,N,1263
id2493804,2,2016-05-15 00:01:20,2016-05-15 00:22:49,1,-73.9820632935,40.7732582092,-73.9577636719,40.7448196411,N,1289
id1089560,1,2016-01-19 00:09:09,2016-01-19 00:14:30,1,-73.9806594849,40.6887016296,-73.9706192017,40.6918792725,N,321
id2488895,2,2016-03-05 09:09:26,2016-03-05 09:13:44,1,-73.9733886719,40.7440223694,-73.9639434814,40.7568283081,N,258
id1540687,1,2016-03-16 20:31:39,2016-03-16 20:43:13,1,-73.9347915649,40.7393989563,-73.9903335571,40.7515983582,Y,694
id2454578,2,2016-06-21 10:04:45,2016-06-21 10:26:25,5,-73.9823608398,40.7632637024,-73.9622573853,40.7791023254,N,1300
id3289602,2,2016-04-07 14:50:46,2016-04-07 15:00:24,1,-73.9610977173,40.7608413696,-73.9502716064,40.7756385803,N,578
id0594246,2,2016-06-11 09:34:47,2016-06-11 09:39:23,1,-73.9534606934,40.7836112976,-73.9528198242,40.7725715637,N,276
id0225856,2,2016-06-08 18:26:07,2016-06-08 19:29:57,1,-73.9752960205,40.7576560974,-73.7903137207,40.6437454224,N,3830
id1338544,2,2016-06-21 19:19:24,2016-06-21 19:40:18,1,-73.9936599731,40.7518501282,-73.9974594116,40.721824646,N,1254
id2125606,2,2016-01-26 22:41:40,2016-01-26 22:55:13,4,-74.0053939819,40.7280235291,-73.9760513306,40.7402915955,N,813
id0624692,1,2016-03-03 10:18:49,2016-03-03 10:29:43,1,-73.9560394287,40.7787017822,-73.9768447876,40.7905769348,N,654
id1793541,2,2016-02-10 07:45:42,2016-02-10 07:56:16,1,-73.9821243286,40.7362213135,-74.0001068115,40.7193717957,N,634
id3481355,1,2016-02-24 19:18:39,2016-02-24 19:22:44,1,-73.9531784058,40.7827529907,-73.9610824585,40.7748146057,N,245
id0037104,2,2016-02-21 06:36:22,2016-02-21 06:46:28,5,-73.9502029419,40.8065910339,-73.9427108765,40.8059883118,N,606
id0478494,1,2016-05-03 01:53:56,2016-05-03 02:04:03,1,-73.984916687,40.7685966492,-73.9782943726,40.7664604187,N,607
id3532678,2,2016-06-03 21:50:19,2016-06-03 22:00:02,2,-73.9647521973,40.7698898315,-73.9466705322,40.7814712524,N,583
id2769740,2,2016-06-09 13:43:13,2016-06-09 13:48:44,1,-73.9827270508,40.7392463684,-73.9772338867,40.746673584,N,331
id2848223,2,2016-05-10 17:28:15,2016-05-10 17:40:07,6,-74.0056228638,40.7455482483,-74.010559082,40.7176017761,N,712
id2002238,2,2016-03-13 22:25:02,2016-03-13 22:26:36,1,-73.9895324707,40.7342262268,-73.9969558716,40.7374801636,N,94
id1308258,1,2016-06-09 19:37:32,2016-06-09 19:47:57,1,-73.9612121582,40.7585334778,-73.9599990845,40.7788505554,N,625
id1050659,2,2016-05-04 07:18:13,2016-05-04 07:21:59,1,-73.9557495117,40.8194007874,-73.9571762085,40.8121986389,N,226
id3003010,1,2016-06-27 18:35:49,2016-06-27 18:58:37,1,-73.9714508057,40.75,-73.8652496338,40.7706222534,N,1368
id0385781,1,2016-01-13 13:31:00,2016-01-13 13:45:09,1,-73.9666442871,40.7530784607,-73.9543151855,40.7784385681,N,849
id0149365,1,2016-05-05 22:24:37,2016-05-05 22:39:48,1,-73.9915390015,40.7143745422,-73.9644165039,40.6864891052,N,911
id1478883,1,2016-06-11 13:40:15,2016-06-11 13:51:18,1,-73.9618377686,40.7759857178,-73.9698486328,40.8022193909,N,663
id3533514,1,2016-01-20 19:00:50,2016-01-20 19:20:28,1,-73.9521026611,40.7062301636,-73.9918823242,40.7148513794,N,1178
id0260610,1,2016-03-15 13:25:32,2016-03-15 13:37:06,1,-73.9843521118,40.7546005249,-73.9845046997,40.7458381653,N,694
id1231266,2,2016-03-10 09:06:53,2016-03-10 09:14:06,6,-73.9949264526,40.7285995483,-74.0065383911,40.7163009644,N,433
id2354893,1,2016-02-08 22:12:43,2016-02-08 22:24:44,1,-73.982635498,40.7656478882,-73.975189209,40.7443351746,N,721
id1797786,2,2016-06-04 11:55:31,2016-06-04 12:14:57,2,-73.9810409546,40.7852325439,-73.9460296631,40.7811279297,N,1166
id3793124,1,2016-05-15 00:49:14,2016-05-15 00:57:54,1,-73.9944992065,40.7403678894,-73.9965362549,40.7628059387,N,520
id2094533,2,2016-06-15 07:53:41,2016-06-15 08:13:02,1,-73.9808731079,40.7448310852,-73.9800567627,40.7738609314,N,1161
id0854830,2,2016-04-03 11:32:26,2016-04-03 11:32:41,1,-73.9840545654,40.7292366028,-73.9840545654,40.7292366028,N,15
id0480255,2,2016-04-11 18:01:45,2016-04-11 18:11:53,1,-74.0149307251,40.716178894,-74.0047683716,40.752040863,N,608
id1012920,2,2016-03-06 20:16:57,2016-03-06 20:24:52,4,-74.0051269531,40.719455719,-74.0065460205,40.732334137,N,475
id0013147,1,2016-03-17 00:15:37,2016-03-17 00:39:28,1,-73.9719467163,40.7599983215,-73.9852523804,40.6926803589,N,1431
id0868911,2,2016-01-12 07:20:22,2016-01-12 07:30:26,1,-73.9584197998,40.7786750793,-73.9698410034,40.7624015808,N,604
id3158056,2,2016-05-05 10:13:07,2016-05-05 10:20:02,1,-73.954788208,40.7862358093,-73.9373855591,40.7931938171,N,415
id3159006,2,2016-05-25 13:19:23,2016-05-25 13:26:33,1,-73.9911117554,40.7395706177,-74.004699707,40.7419281006,N,430
id2714346,2,2016-04-19 20:52:58,2016-04-19 21:00:10,2,-73.9781036377,40.7633094788,-73.9777679443,40.7533798218,N,432
id2086381,1,2016-05-06 15:07:42,2016-05-06 15:10:06,1,-73.9449234009,40.8342628479,-73.948677063,40.8356552124,N,144
id0615966,1,2016-04-23 21:42:16,2016-04-23 22:00:49,1,-73.99634552,40.7381782532,-73.9859313965,40.7225914001,N,1113
id0910135,2,2016-04-08 10:07:55,2016-04-08 10:13:09,1,-74.0142669678,40.7141914368,-74.0072174072,40.7159309387,N,314
id2161203,1,2016-04-13 21:41:09,2016-04-13 22:11:16,1,-74.0003356934,40.7346572876,-73.9499206543,40.7276992798,N,1807
id2368354,1,2016-01-03 14:20:40,2016-01-03 14:30:48,1,-73.975112915,40.7613563538,-73.9825897217,40.7424545288,N,608
id0717532,2,2016-06-24 15:52:35,2016-06-24 16:14:26,1,-73.9508514404,40.7790107727,-73.9750595093,40.7620506287,N,1311
id2063442,2,2016-01-02 19:23:25,2016-01-02 19:41:50,1,-73.9569854736,40.7662506104,-73.9833297729,40.7712364197,N,1105
id0439844,1,2016-03-12 12:49:46,2016-03-12 12:54:21,1,-73.9446411133,40.78748703,-73.936958313,40.8022651672,N,275
id3188778,2,2016-01-27 13:13:42,2016-01-27 13:27:17,1,-73.9894485474,40.768119812,-73.9640808105,40.7765808105,N,815
id3266502,2,2016-02-09 15:09:08,2016-02-09 15:10:10,1,-73.9935150146,40.7334213257,-73.9978713989,40.7353286743,N,62
id1982683,1,2016-04-13 01:16:13,2016-04-13 01:55:01,1,-73.9963302612,40.7534484863,-73.9188079834,40.6150436401,N,2328
id2816915,1,2016-01-03 23:07:54,2016-01-03 23:14:17,1,-73.9889678955,40.7445526123,-73.9748306274,40.7559089661,N,383
id1741139,1,2016-03-18 22:26:23,2016-03-18 22:30:40,1,-74.0056381226,40.7405700684,-74.0027923584,40.7498855591,N,257
id3078870,1,2016-06-24 22:18:11,2016-06-24 22:22:17,1,-73.9780197144,40.7459487915,-73.9744033813,40.7521514893,N,246
id1327897,2,2016-01-19 07:44:46,2016-01-19 07:52:12,6,-73.9595336914,40.7629203796,-73.9509735107,40.7776107788,N,446
id1341660,2,2016-05-23 08:20:29,2016-05-23 08:23:17,2,-73.9863586426,40.726020813,-73.9818496704,40.7322387695,N,168
id3088085,1,2016-01-03 13:36:27,2016-01-03 13:47:28,2,-73.9812774658,40.7443199158,-73.9995346069,40.7312545776,N,661
id3225989,2,2016-05-02 18:26:30,2016-05-02 18:38:19,3,-73.972618103,40.7586212158,-73.9572677612,40.7800292969,N,709
id2972218,1,2016-01-26 15:16:17,2016-01-26 15:32:32,1,-73.9943847656,40.750629425,-73.9815673828,40.7521438599,N,975
id2922381,2,2016-03-18 05:42:36,2016-03-18 05:48:19,6,-73.9783325195,40.7456207275,-73.9919204712,40.7383804321,N,343
id1994092,2,2016-05-31 06:35:58,2016-05-31 06:42:52,1,-73.9887771606,40.7633705139,-73.9713897705,40.7580184937,N,414
id1704444,2,2016-06-11 22:40:05,2016-06-11 23:02:23,1,-74.0078430176,40.7515411377,-73.934928894,40.8517494202,N,1338
id3329145,1,2016-03-15 11:13:32,2016-03-15 11:20:35,1,-73.9816513062,40.7806663513,-73.9688796997,40.7910881042,N,423
id3723801,1,2016-02-13 20:20:40,2016-02-13 20:27:35,3,-73.9916152954,40.7298164368,-73.9815216064,40.732624054,N,415
id0835160,1,2016-05-14 20:07:31,2016-05-14 20:22:52,2,-74.0147781372,40.7141456604,-73.996673584,40.753528595,N,921
id1283901,1,2016-06-30 21:29:10,2016-06-30 21:50:07,1,-74.0036392212,40.7224617004,-74.0007324219,40.7474365234,N,1257
id2807533,2,2016-01-20 19:40:33,2016-01-20 19:50:50,2,-73.9896469116,40.7513237,-73.9838180542,40.7442092896,N,617
id2106375,2,2016-05-18 05:55:05,2016-05-18 06:02:41,1,-73.7821884155,40.6446075439,-73.7939300537,40.667350769,N,456
id3283437,1,2016-02-14 23:56:21,2016-02-15 00:14:26,1,-73.9945526123,40.7640151978,-73.9850158691,40.7281036377,N,1085
id0368309,2,2016-05-04 21:04:26,2016-05-04 21:10:28,2,-73.9929275513,40.7348251343,-73.9841766357,40.7319335938,N,362
id2822639,2,2016-04-23 18:16:28,2016-04-23 18:19:50,1,-73.9911880493,40.7300682068,-73.9850769043,40.7266998291,N,202
id0608976,1,2016-04-15 04:25:19,2016-04-15 04:28:07,2,-73.9217529297,40.7670822144,-73.9334869385,40.766544342,N,168
id2220308,2,2016-02-03 18:05:26,2016-02-03 18:23:53,2,-73.9789199829,40.7566375732,-73.953453064,40.7673912048,N,1107
id3722128,2,2016-03-11 11:20:52,2016-03-11 11:43:07,2,-73.9698486328,40.7998657227,-73.9616317749,40.7686767578,N,1335
id1747934,2,2016-05-26 17:14:22,2016-05-26 18:20:58,1,-73.7769927979,40.6462173462,-73.9759140015,40.7915916443,N,3996
id3728080,2,2016-02-22 20:25:23,2016-02-22 20:40:36,5,-73.9635314941,40.7743301392,-73.9845352173,40.7574729919,N,913
id1504091,2,2016-06-23 14:30:19,2016-06-23 15:15:07,5,-73.7890777588,40.6422462463,-73.9745025635,40.7464332581,N,2688
id0301441,2,2016-01-22 18:01:24,2016-01-22 18:08:44,1,-73.9507675171,40.77917099,-73.9594726562,40.7630500793,N,440
id2780790,2,2016-03-27 17:32:07,2016-03-27 17:50:09,2,-73.9619598389,40.8053703308,-73.9808425903,40.7834205627,N,1082
id2572516,1,2016-01-09 17:24:06,2016-01-09 17:43:59,2,-74.0071563721,40.7416496277,-73.973777771,40.7570419312,N,1193
id3950193,1,2016-02-08 12:28:49,2016-02-08 12:43:53,2,-73.9703598022,40.7596244812,-73.9923324585,40.7251625061,N,904
id2103807,1,2016-04-13 17:28:34,2016-04-13 17:31:51,1,-73.9415664673,40.8184356689,-73.9465789795,40.8114814758,N,197
id1191066,2,2016-04-04 16:42:09,2016-04-04 16:45:56,1,-74.0010681152,40.7368583679,-74.0077133179,40.7328186035,N,227
id1865480,2,2016-04-17 17:01:08,2016-04-17 17:33:13,2,-73.9867172241,40.7586021423,-73.8703613281,40.7734260559,N,1925
id0069935,1,2016-06-08 06:35:14,2016-06-08 06:51:43,1,-73.9808425903,40.6854972839,-73.9757080078,40.7244491577,N,989
id1257111,1,2016-02-17 15:12:13,2016-02-17 15:26:50,1,-73.9762115479,40.7479476929,-73.9688110352,40.7608528137,N,877
id1687216,2,2016-04-02 18:15:50,2016-04-02 18:34:58,1,-73.9856872559,40.778339386,-74.0068283081,40.7375297546,N,1148
id0988897,1,2016-04-12 07:47:54,2016-04-12 07:57:48,1,-73.9796600342,40.7445831299,-73.9923934937,40.7507171631,N,594
id2010714,1,2016-05-17 04:39:13,2016-05-17 04:59:47,1,-74.0008773804,40.7421073914,-73.9454727173,40.8086776733,N,1234
id2013021,2,2016-01-25 15:31:07,2016-01-25 15:49:33,4,-73.96434021,40.7922210693,-73.9738388062,40.7643508911,N,1106
